date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2022-12-24,Singapore,Myanmar,3.0,2.0,AFF Championship,Singapore,Singapore,False
2022-12-26,Thailand,Philippines,4.0,0.0,AFF Championship,Pathum Thani,Thailand,False
2022-12-27,Vietnam,Malaysia,3.0,0.0,AFF Championship,Hanoi,Vietnam,False
2022-12-29,Indonesia,Thailand,1.0,1.0,AFF Championship,Jakarta,Indonesia,False
2022-12-30,Singapore,Vietnam,0.0,0.0,AFF Championship,Singapore,Singapore,False
2023-01-02,Thailand,Cambodia,3.0,1.0,AFF Championship,Pathum Thani,Thailand,False
2023-01-02,Philippines,Indonesia,1.0,2.0,AFF Championship,Manila,Philippines,False
2023-01-03,Vietnam,Myanmar,3.0,0.0,AFF Championship,Hanoi,Vietnam,False
2023-01-03,Malaysia,Singapore,4.0,1.0,AFF Championship,Kuala Lumpur,Malaysia,False
2023-01-06,Indonesia,Vietnam,0.0,0.0,AFF Championship,Jakarta,Indonesia,False
2023-01-07,Malaysia,Thailand,1.0,0.0,AFF Championship,Kuala Lumpur,Malaysia,False
2023-01-09,Vietnam,Indonesia,2.0,0.0,AFF Championship,Hanoi,Vietnam,False
2023-01-10,Thailand,Malaysia,3.0,0.0,AFF Championship,Pathum Thani,Thailand,False
2023-01-13,Vietnam,Thailand,2.0,2.0,AFF Championship,Hanoi,Vietnam,False
2023-01-16,Thailand,Vietnam,1.0,0.0,AFF Championship,Pathum Thani,Thailand,False
2023-11-16,Philippines,Vietnam,0.0,2.0,FIFA World Cup qualification,Manila,Philippines,False
2023-11-21,Singapore,Thailand,1.0,3.0,FIFA World Cup qualification,Kallang,Singapore,False
2023-11-21,Philippines,Indonesia,1.0,1.0,FIFA World Cup qualification,Manila,Philippines,False
2024-01-19,Vietnam,Indonesia,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
2024-03-21,Indonesia,Vietnam,1.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,False
2024-03-26,Vietnam,Indonesia,0.0,3.0,FIFA World Cup qualification,Hanoi,Vietnam,False
2024-06-06,Vietnam,Philippines,3.0,2.0,FIFA World Cup qualification,Hanoi,Vietnam,False
2024-06-11,Thailand,Singapore,3.0,1.0,FIFA World Cup qualification,Bangkok,Thailand,False
2024-06-11,Indonesia,Philippines,2.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,False
2024-09-04,Malaysia,Philippines,2.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
2024-09-10,Vietnam,Thailand,1.0,2.0,Friendly,Hanoi,Vietnam,False
2024-10-11,Thailand,Philippines,3.0,1.0,King's Cup,Songkhla,Thailand,False
2024-11-14,Singapore,Myanmar,3.0,2.0,Friendly,Kallang,Singapore,False
2024-12-08,Cambodia,Malaysia,2.0,2.0,ASEAN Championship,Phnom Penh,Cambodia,False
2024-12-09,Myanmar,Indonesia,0.0,1.0,ASEAN Championship,Yangon,Myanmar,False
2024-12-11,Singapore,Cambodia,2.0,1.0,ASEAN Championship,Singapore,Singapore,False
2024-12-12,Philippines,Myanmar,1.0,1.0,ASEAN Championship,Manila,Philippines,False
2024-12-14,Thailand,Malaysia,1.0,0.0,ASEAN Championship,Bangkok,Thailand,False
2024-12-15,Vietnam,Indonesia,1.0,0.0,ASEAN Championship,Việt Trì,Vietnam,False
2024-12-17,Singapore,Thailand,2.0,4.0,ASEAN Championship,Singapore,Singapore,False
2024-12-18,Philippines,Vietnam,1.0,1.0,ASEAN Championship,Manila,Philippines,False
2024-12-20,Thailand,Cambodia,3.0,2.0,ASEAN Championship,Bangkok,Thailand,False
2024-12-20,Malaysia,Singapore,0.0,0.0,ASEAN Championship,Kuala Lumpur,Malaysia,False
2024-12-21,Vietnam,Myanmar,5.0,0.0,ASEAN Championship,Việt Trì,Vietnam,False
2024-12-21,Indonesia,Philippines,0.0,1.0,ASEAN Championship,Surakarta,Indonesia,False
2024-12-26,Singapore,Vietnam,0.0,2.0,ASEAN Championship,Singapore,Singapore,False
2024-12-27,Philippines,Thailand,2.0,1.0,ASEAN Championship,Manila,Philippines,False
2024-12-29,Vietnam,Singapore,3.0,1.0,ASEAN Championship,Việt Trì,Vietnam,False
2024-12-30,Thailand,Philippines,3.0,1.0,ASEAN Championship,Bangkok,Thailand,False
2025-01-02,Vietnam,Thailand,2.0,1.0,ASEAN Championship,Việt Trì,Vietnam,False
2025-01-05,Thailand,Vietnam,2.0,3.0,ASEAN Championship,Bangkok,Thailand,False
2025-03-19,Vietnam,Cambodia,2.0,1.0,Friendly,Thu Dau Mot,Vietnam,False
2025-06-10,Malaysia,Vietnam,4.0,0.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
2025-09-04,Malaysia,Singapore,2.0,1.0,Friendly,Kuala Lumpur,Malaysia,False
2025-09-09,Singapore,Myanmar,1.0,1.0,Friendly,Singapore,Singapore,False
2025-11-13,Thailand,Singapore,3.0,2.0,Friendly,Pathum Thani,Thailand,False
